record_id,farm_id,animal_id,breed,age_years,lactation_number,days_in_milk,previous_mastitis,disease_history,vaccination_status,treatment_history,milk_yield_l_day,scc_cells_ml,milk_conductivity_ms_cm,milk_temperature_c,body_temperature_c,udder_surface_temperature_c,activity_percent,rumination_min_day,feeding_behavior_score,water_intake_l_day,feed_quality_score,hygiene_score,housing_condition_score,milking_hygiene_score,worker_hygiene_score,milking_frequency_per_day,milking_schedule,ambient_temperature_c,relative_humidity_percent,climate_risk,co_morbidity,sensor_status,ai_risk_score,risk_category,mastitis_within_7_14_days,forecast_lead_days
REC-06405,FARM-043,COW-232,Gir,5.6,3,69,0,No previous mastitis,Up to date,None,6.77,125178,5.25,38.72,38.71,37.91,91.7,317.0,7.4,54.3,5.5,8.2,10.0,8.8,5.5,3,Morning/Noon/Evening,18.7,73.7,Low,0,Normal,18.3,No Risk,0,0
REC-06406,FARM-019,COW-146,HF Cross,4.6,2,267,0,No previous mastitis,Up to date,None,16.08,178916,5.3,39.09,39.08,38.42,86.0,482.0,6.9,39.7,8.8,7.0,8.6,6.5,8.1,2,Morning/Evening,24.6,78.6,Moderate,1,Normal,7.0,No Risk,0,0
REC-06407,FARM-043,COW-435,HF Cross,7.6,3,188,0,No previous mastitis,Up to date,None,20.63,171803,5.21,39.06,39.05,37.82,83.6,476.0,7.9,69.6,6.4,9.3,8.0,7.2,8.3,2,Morning/Evening,32.4,76.4,High,0,Normal,3.9,No Risk,0,0
REC-06408,FARM-012,COW-384,Murrah Buffalo,2.5,3,174,0,No previous mastitis,Up to date,None,8.67,148214,4.88,38.37,38.51,37.67,89.0,376.0,3.5,78.2,4.3,9.5,7.7,7.6,7.1,2,Morning/Evening,26.4,67.7,Low,0,Normal,22.0,Low Risk,0,0
REC-06409,FARM-011,COW-048,Jersey,5.4,2,219,0,No previous mastitis,Up to date,Antibiotic treatment,11.43,313582,5.55,38.66,38.64,37.95,78.3,410.0,5.4,82.1,7.2,5.9,5.6,7.0,6.9,2,Morning/Noon/Evening,29.7,68.1,Low,0,Normal,10.6,No Risk,0,0
REC-06410,FARM-006,COW-194,Jersey,6.6,3,56,1,Previous mastitis,Partially up to date,None,15.64,646103,6.74,38.97,39.11,38.6,78.3,457.0,6.6,72.6,8.8,7.8,6.1,5.9,8.2,2,Morning/Evening,30.0,54.7,Moderate,0,Normal,17.0,No Risk,0,0
REC-06411,FARM-012,COW-224,Murrah Buffalo,7.7,2,297,1,Previous mastitis,Up to date,Antibiotic treatment,3.0,614467,5.91,38.08,38.22,37.76,71.6,495.0,7.0,68.7,7.6,6.8,7.2,6.8,6.3,3,Morning/Noon/Evening,32.3,65.9,Moderate,0,Intermittent,50.7,Moderate Risk,0,0
REC-06412,FARM-027,COW-136,Sahiwal,7.6,2,299,0,No previous mastitis,Overdue,None,9.4,377525,6.1,38.72,38.66,37.88,67.0,584.0,6.7,90.7,5.9,6.1,5.4,6.6,4.1,2,Morning/Evening,36.5,69.3,Moderate,0,Normal,25.6,Low Risk,0,0
REC-06413,FARM-041,COW-022,Holstein Friesian,3.2,4,52,0,No previous mastitis,Up to date,None,16.72,115730,5.45,38.53,38.63,38.09,84.1,453.0,7.2,46.1,6.0,7.1,5.7,7.3,9.1,3,Morning/Evening,31.7,79.0,Moderate,0,Normal,6.7,No Risk,0,0
REC-06414,FARM-025,COW-006,HF Cross,5.9,2,304,1,Previous mastitis,Up to date,None,16.87,186661,5.46,38.65,38.61,38.18,95.9,508.0,8.2,60.3,8.8,4.0,6.0,10.0,8.6,2,Morning/Evening,27.9,39.6,Low,0,Normal,10.6,No Risk,0,0
REC-06415,FARM-042,COW-204,Holstein Friesian,4.8,3,268,0,No previous mastitis,Overdue,Supportive treatment,25.02,489431,7.22,38.35,38.49,38.48,74.1,346.0,8.2,54.8,6.5,8.4,10.0,6.3,7.6,3,Morning/Evening,32.6,71.7,High,0,Normal,28.2,Low Risk,0,0
REC-06416,FARM-003,COW-239,Jersey Cross,5.2,3,135,0,No previous mastitis,Up to date,None,11.55,126495,3.5,38.45,38.59,37.67,77.0,481.0,6.8,61.9,5.6,8.5,8.9,9.8,8.6,2,Morning/Evening,30.4,58.7,Moderate,0,Normal,10.1,No Risk,0,0
REC-06417,FARM-003,COW-185,Jersey,7.2,3,99,0,No previous mastitis,Up to date,Supportive treatment,13.27,199350,6.15,38.52,38.53,37.55,80.7,531.0,10.0,59.7,5.8,7.5,7.1,5.7,8.4,2,Morning/Evening,18.9,77.3,Moderate,0,Normal,5.6,No Risk,0,0
REC-06418,FARM-020,COW-360,HF Cross,8.6,4,44,0,No previous mastitis,Partially up to date,None,18.39,277976,5.76,38.86,38.86,38.64,88.3,381.0,4.9,61.6,6.9,8.6,5.2,6.3,8.1,2,Morning/Noon/Evening,23.6,83.9,Moderate,0,Normal,9.1,No Risk,0,0
REC-06419,FARM-028,COW-292,Jersey,5.7,4,134,0,No previous mastitis,Up to date,Anti-inflammatory treatment,12.06,193086,5.66,38.23,38.3,37.93,89.0,457.0,5.7,60.4,9.0,6.2,7.1,5.7,9.1,2,Morning/Evening,28.0,67.4,Low,0,Normal,8.2,No Risk,0,0
REC-06420,FARM-023,COW-335,Sahiwal,2.0,5,147,0,No previous mastitis,Up to date,Anti-inflammatory treatment,10.18,497286,6.37,38.3,38.38,37.83,87.3,232.0,5.7,80.9,8.2,3.0,6.8,6.1,5.7,2,Morning/Evening,26.4,85.2,Moderate,0,Normal,53.8,Moderate Risk,0,0
REC-06421,FARM-048,COW-220,HF Cross,2.2,1,228,0,No previous mastitis,Up to date,None,8.65,98088,5.17,38.78,38.76,37.82,91.5,534.0,6.7,64.1,7.5,6.5,9.8,9.2,6.0,2,Morning/Evening,28.4,78.4,Moderate,1,Normal,16.0,No Risk,0,0
REC-06422,FARM-003,COW-116,Jersey Cross,5.1,3,232,0,No previous mastitis,Up to date,None,12.88,246581,5.98,39.24,39.32,38.03,77.1,520.0,7.9,51.1,10.0,5.4,9.5,7.3,8.5,2,Morning/Evening,18.1,69.7,Low,0,Normal,14.4,No Risk,0,0
REC-06423,FARM-042,COW-313,Jersey,7.0,3,59,1,Previous mastitis,Up to date,None,19.57,280173,6.27,38.63,38.72,37.55,85.6,418.0,8.0,67.2,8.1,7.2,5.5,4.7,7.8,3,Morning/Evening,32.8,48.8,Moderate,0,Normal,16.2,No Risk,0,0
REC-06424,FARM-024,COW-049,Jersey,3.8,3,92,0,No previous mastitis,Up to date,Supportive treatment,11.68,323455,5.75,38.01,38.04,37.37,67.5,476.0,8.6,64.8,10.0,9.4,8.1,6.0,8.1,2,Morning/Evening,28.8,72.6,Low,0,Normal,5.2,No Risk,0,0
REC-06425,FARM-043,COW-173,Jersey Cross,4.9,1,116,0,No previous mastitis,Up to date,Antibiotic treatment,17.63,260682,5.96,38.21,38.44,37.82,55.8,390.0,6.6,95.8,6.8,7.6,6.1,3.8,8.0,2,Morning/Evening,34.5,58.1,Moderate,1,Normal,18.1,No Risk,0,0
REC-06426,FARM-040,COW-082,Sahiwal,8.1,6,87,0,No previous mastitis,Up to date,None,3.0,93064,5.85,38.02,38.13,,58.3,573.0,5.7,80.1,7.4,6.8,5.5,7.0,10.0,2,Morning/Evening,29.1,33.7,Low,0,Normal,40.9,Moderate Risk,1,12
REC-06427,FARM-006,COW-322,Gir,4.5,2,60,0,No previous mastitis,Up to date,Supportive treatment,10.23,288158,5.2,38.43,38.51,37.35,60.9,532.0,8.3,54.4,6.4,8.9,9.0,7.1,6.5,2,Morning/Evening,29.9,54.8,Low,0,Normal,9.3,No Risk,0,0
REC-06428,FARM-020,COW-333,Gir,8.4,3,163,1,Previous mastitis,Partially up to date,None,12.78,326464,5.14,38.67,38.69,38.36,90.3,567.0,7.0,70.5,7.5,9.7,7.5,6.8,9.0,2,Morning/Evening,24.3,84.2,Moderate,0,Normal,13.4,No Risk,0,0
REC-06429,FARM-011,COW-045,Jersey,4.4,7,145,0,No previous mastitis,Up to date,None,12.79,50257,5.55,38.48,38.47,38.36,89.4,351.0,5.7,45.9,7.1,7.9,10.0,9.1,6.2,2,Morning/Evening,23.6,69.6,Low,0,Intermittent,13.5,No Risk,0,0
REC-06430,FARM-032,COW-335,Gir,6.8,4,167,0,No previous mastitis,Up to date,None,7.4,177931,5.86,38.06,37.97,37.72,61.2,394.0,8.8,81.0,10.0,6.2,6.6,5.8,6.5,2,Morning/Evening,29.6,82.7,Moderate,0,Normal,26.1,Low Risk,0,0
REC-06431,FARM-027,COW-020,Holstein Friesian,5.3,3,132,1,Previous mastitis,Partially up to date,None,20.87,535381,5.39,38.26,38.28,37.25,99.7,464.0,9.6,66.4,7.0,7.4,5.5,7.6,5.6,2,Morning/Evening,29.0,86.9,Moderate,0,Normal,15.7,No Risk,0,0
REC-06432,FARM-021,COW-448,Jersey,6.6,7,176,1,Previous mastitis,Partially up to date,None,7.22,181286,5.88,38.91,38.8,37.1,76.8,583.0,8.3,55.6,8.8,7.4,5.8,6.1,8.7,2,Morning/Evening,21.6,71.3,Low,0,Normal,24.1,Low Risk,0,0
REC-06433,FARM-044,COW-221,Gir,8.8,4,48,0,No previous mastitis,Partially up to date,None,8.34,70796,5.83,38.81,38.75,38.26,66.1,442.0,4.1,78.3,7.3,6.9,7.1,8.9,6.1,2,Morning/Evening,33.2,61.1,Moderate,0,Normal,31.5,Low Risk,0,0
REC-06434,FARM-048,COW-123,Murrah Buffalo,6.0,2,62,1,Previous mastitis,Partially up to date,None,16.92,191413,6.81,38.11,38.11,37.87,70.9,507.0,4.8,65.1,8.2,9.1,5.2,4.8,6.6,2,Morning/Evening,29.2,55.3,Low,0,Normal,18.7,No Risk,0,0
REC-06435,FARM-050,COW-234,Gir,7.5,2,127,0,No previous mastitis,Partially up to date,None,9.59,248572,5.8,38.51,38.63,37.8,75.2,461.0,8.4,61.1,7.8,8.5,6.3,6.4,10.0,2,Morning/Evening,26.7,67.2,Low,0,Normal,16.6,No Risk,0,0
REC-06436,FARM-013,COW-221,Sahiwal,3.6,4,23,0,No previous mastitis,Up to date,None,8.24,91310,4.82,39.14,39.23,37.59,79.0,390.0,5.7,41.3,7.9,5.5,5.1,10.0,5.0,2,Morning/Noon/Evening,25.1,57.3,Low,0,Normal,21.6,Low Risk,0,0
REC-06437,FARM-022,COW-323,Other,3.5,5,188,0,No previous mastitis,Up to date,None,11.04,654953,6.42,38.49,38.58,37.95,66.8,552.0,9.6,60.5,7.4,5.3,5.9,6.5,7.5,2,Morning/Noon/Evening,32.4,54.4,Moderate,1,Normal,17.0,No Risk,0,0
REC-06438,FARM-035,COW-339,Jersey,2.3,2,156,0,No previous mastitis,Up to date,None,9.8,300845,6.38,38.58,38.69,37.7,76.3,549.0,9.0,73.7,5.2,6.4,5.9,5.1,8.1,2,Morning/Evening,25.9,60.2,Low,0,Normal,13.8,No Risk,0,0
REC-06439,FARM-047,COW-003,Other,3.3,3,105,0,No previous mastitis,Up to date,None,7.07,270300,4.65,38.7,38.8,37.77,79.3,503.0,6.6,57.4,8.5,5.7,7.8,7.7,7.7,2,Morning/Noon/Evening,30.1,64.8,Moderate,0,Normal,17.8,No Risk,0,0
REC-06440,FARM-022,COW-182,Jersey Cross,7.9,2,298,0,No previous mastitis,Up to date,Supportive treatment,6.83,293099,5.3,38.88,38.84,37.79,94.9,568.0,7.4,43.5,4.9,6.5,6.5,9.4,10.0,2,Morning/Evening,28.2,65.1,Low,0,Normal,28.2,Low Risk,0,0
REC-06441,FARM-028,COW-206,Sahiwal,5.8,5,228,1,Previous mastitis,Up to date,None,3.0,113413,5.99,39.1,38.98,37.34,93.4,445.0,8.1,75.0,9.3,7.2,6.6,7.9,7.1,2,Morning/Evening,26.6,66.9,Low,0,Normal,41.4,Moderate Risk,0,0
REC-06442,FARM-021,COW-320,Jersey Cross,4.7,3,166,0,No previous mastitis,Partially up to date,None,8.09,89555,4.77,39.12,39.17,37.75,75.2,549.0,6.2,38.3,8.1,6.9,6.1,7.7,8.5,2,Morning/Evening,23.2,73.1,Low,0,Normal,14.0,No Risk,0,0
REC-06443,FARM-046,COW-040,Jersey Cross,5.6,2,58,0,No previous mastitis,Up to date,None,18.7,223923,5.85,38.38,38.48,37.9,90.6,508.0,8.3,73.0,7.7,7.5,4.6,5.7,5.9,3,Morning/Evening,34.9,65.8,Moderate,0,Normal,10.1,No Risk,0,0
REC-06444,FARM-018,COW-059,Gir,6.4,3,21,0,No previous mastitis,Up to date,Antibiotic treatment,11.37,218196,5.6,38.49,38.5,38.09,81.0,538.0,6.1,62.1,7.4,6.7,5.8,8.1,9.0,2,Morning/Evening,24.5,77.0,Moderate,0,Normal,9.6,No Risk,0,0
REC-06445,FARM-031,COW-439,HF Cross,6.6,1,50,0,No previous mastitis,Up to date,None,17.56,371818,7.04,37.98,38.01,37.8,79.5,470.0,5.9,63.2,9.1,5.1,9.4,6.4,6.7,2,Morning/Evening,25.1,76.6,Moderate,0,Normal,11.3,No Risk,0,0
REC-06446,FARM-046,COW-062,Murrah Buffalo,5.6,7,243,0,No previous mastitis,Up to date,Supportive treatment,5.02,139571,5.87,38.35,38.37,37.38,67.5,550.0,9.1,59.1,9.1,5.8,4.8,6.1,8.8,2,Morning/Evening,35.0,80.0,High,0,Normal,33.5,Low Risk,0,0
REC-06447,FARM-037,COW-132,Jersey,7.7,5,269,1,Previous mastitis,Up to date,None,4.85,283216,5.81,39.2,39.28,37.4,87.5,409.0,7.0,65.8,5.4,5.6,6.4,4.8,7.9,2,Morning/Noon/Evening,28.5,66.6,Low,0,Normal,59.5,Moderate Risk,0,0
REC-06448,FARM-021,COW-060,Holstein Friesian,3.5,3,56,0,No previous mastitis,Up to date,None,16.82,262513,5.12,38.97,38.95,37.36,86.2,462.0,8.4,71.0,4.3,6.0,5.5,6.6,8.5,2,Morning/Noon/Evening,30.4,53.1,Moderate,0,Normal,3.8,No Risk,0,0
REC-06449,FARM-014,COW-372,Jersey,4.6,4,220,0,No previous mastitis,Partially up to date,None,13.37,322831,5.92,38.55,38.75,37.53,59.3,518.0,5.6,75.1,8.2,7.8,7.7,5.2,6.4,2,Morning/Evening,35.8,65.1,Moderate,1,Normal,10.6,No Risk,0,0
REC-06450,FARM-025,COW-331,Holstein Friesian,7.3,2,17,0,No previous mastitis,Overdue,None,21.26,89959,5.37,38.64,38.68,37.98,71.1,480.0,10.0,62.4,7.4,6.6,5.9,6.2,6.0,2,Morning/Evening,35.7,56.4,Moderate,0,Normal,9.7,No Risk,0,0
REC-06451,FARM-027,COW-122,Holstein Friesian,6.9,3,301,0,No previous mastitis,Up to date,Anti-inflammatory treatment,15.32,125237,4.76,39.28,39.29,37.37,84.3,346.0,8.3,71.6,6.6,5.8,7.3,6.9,6.5,2,Morning/Evening,26.5,77.6,Moderate,1,Normal,13.8,No Risk,0,0
REC-06452,FARM-040,COW-479,Jersey,5.9,3,309,1,Previous mastitis,Up to date,Antibiotic treatment,8.48,129108,5.29,38.86,38.89,38.15,70.5,526.0,8.0,79.2,7.5,7.1,8.8,9.1,8.1,2,Morning/Evening,34.2,50.3,Moderate,0,Normal,17.5,No Risk,1,13
REC-06453,FARM-023,COW-107,HF Cross,4.2,4,88,0,No previous mastitis,Up to date,None,17.94,584292,6.12,38.52,38.65,37.49,98.1,468.0,6.3,45.2,6.1,7.6,6.9,4.7,6.5,2,Morning/Evening,21.8,72.1,Low,1,Normal,9.7,No Risk,0,0
REC-06454,FARM-031,COW-096,HF Cross,6.6,3,37,1,Previous mastitis,Up to date,Supportive treatment,21.01,378205,5.24,39.1,39.12,37.87,65.3,570.0,8.2,79.2,8.0,7.6,5.9,7.3,7.9,2,Morning/Evening,21.1,70.4,Low,0,Normal,6.1,No Risk,0,0
REC-06455,FARM-047,COW-347,Jersey,3.6,5,142,0,No previous mastitis,Partially up to date,None,7.81,273008,5.49,38.65,38.64,38.7,64.8,589.0,3.6,72.9,6.3,10.0,9.1,7.9,8.3,2,Morning/Evening,29.2,76.8,Moderate,0,Normal,20.4,Low Risk,0,0
REC-06456,FARM-029,COW-414,Holstein Friesian,7.3,2,113,0,No previous mastitis,Overdue,None,24.4,180826,5.2,38.49,38.54,37.97,87.0,459.0,7.3,71.1,7.2,6.3,6.4,6.1,4.8,2,Morning/Evening,28.6,71.3,Low,0,Normal,5.2,No Risk,0,0
REC-06457,FARM-047,COW-235,Other,7.9,6,198,0,No previous mastitis,Up to date,Anti-inflammatory treatment,9.16,221362,5.66,38.84,38.88,37.99,73.4,535.0,7.6,68.7,8.0,7.8,7.9,6.2,7.1,2,Morning/Evening,31.9,67.4,Moderate,0,Normal,9.2,No Risk,0,0
REC-06458,FARM-030,COW-386,Jersey,4.2,1,184,0,No previous mastitis,Up to date,None,10.31,165834,5.31,38.59,38.61,38.11,67.6,476.0,7.1,73.9,6.6,8.8,6.2,9.4,6.6,2,Morning/Evening,31.4,54.9,Moderate,0,Intermittent,11.2,No Risk,0,0
REC-06459,FARM-026,COW-062,Holstein Friesian,9.9,3,172,1,Previous mastitis,Up to date,None,20.66,293728,5.61,38.36,38.38,38.35,76.1,360.0,5.8,79.7,6.8,9.5,8.0,5.6,8.7,2,Morning/Evening,32.1,88.5,High,0,Normal,23.8,Low Risk,0,0
REC-06460,FARM-020,COW-256,Jersey,3.4,2,214,0,No previous mastitis,Partially up to date,Antibiotic treatment,12.43,77595,5.48,39.14,39.17,37.76,,432.0,6.3,88.0,7.2,6.8,8.1,9.8,10.0,2,Morning/Evening,36.2,67.4,Moderate,0,Normal,9.2,No Risk,0,0
REC-06461,FARM-038,COW-049,Jersey,4.9,3,231,0,No previous mastitis,Partially up to date,None,5.06,827866,6.43,38.76,38.7,37.84,99.8,515.0,6.6,73.0,7.7,4.5,9.6,8.0,7.0,2,Morning/Evening,37.8,63.8,Moderate,0,Normal,35.7,Low Risk,0,0
REC-06462,FARM-019,COW-393,Gir,4.8,3,114,1,Previous mastitis,Partially up to date,None,6.39,565116,6.47,38.78,38.86,37.23,87.9,436.0,6.6,70.2,9.2,6.7,6.4,9.9,9.8,2,Morning/Evening,32.9,69.4,Moderate,0,Normal,45.5,Moderate Risk,0,0
REC-06463,FARM-027,COW-348,HF Cross,5.0,2,84,0,No previous mastitis,Up to date,None,18.49,46079,6.07,38.67,38.69,,94.5,548.0,6.9,63.7,6.8,7.7,8.7,8.3,8.1,2,Morning/Evening,28.9,81.5,Moderate,0,Normal,8.0,No Risk,0,0
REC-06464,FARM-025,COW-159,HF Cross,7.8,5,165,0,No previous mastitis,Up to date,None,9.65,214896,5.72,39.04,39.2,37.89,79.4,549.0,8.7,82.1,8.3,10.0,8.1,4.3,6.8,3,Morning/Evening,28.1,65.0,Low,0,Normal,18.1,No Risk,0,0
REC-06465,FARM-040,COW-124,Jersey,6.0,3,302,0,No previous mastitis,Partially up to date,None,10.62,322173,6.76,39.02,39.19,38.36,82.5,570.0,9.2,72.0,8.1,5.1,6.7,8.2,7.6,2,Morning/Evening,28.9,81.8,Moderate,0,Normal,25.5,Low Risk,0,0
REC-06466,FARM-038,COW-482,Gir,3.7,6,39,0,No previous mastitis,Overdue,None,3.73,210947,5.34,38.2,38.3,37.18,90.4,524.0,8.0,73.6,7.7,7.1,5.4,5.7,7.4,3,Morning/Evening,26.4,70.5,Low,0,Intermittent,34.8,Low Risk,0,0
REC-06467,FARM-023,COW-317,Gir,5.4,2,250,0,No previous mastitis,Overdue,Antibiotic treatment,6.63,206912,4.9,39.22,39.34,,87.3,561.0,7.5,87.9,8.5,6.2,4.4,7.4,8.8,2,Morning/Evening,33.2,76.8,High,0,Intermittent,32.7,Low Risk,0,0
REC-06468,FARM-029,COW-207,Holstein Friesian,6.4,7,107,1,Previous mastitis,Up to date,None,20.63,69644,5.14,38.8,38.88,37.55,90.0,402.0,7.6,66.2,9.4,8.6,6.6,8.6,4.8,2,Morning/Evening,33.7,71.1,High,0,Normal,10.7,No Risk,0,0
REC-06469,FARM-015,COW-048,Jersey,6.1,5,85,0,No previous mastitis,Up to date,None,19.15,90444,5.59,38.36,38.4,37.78,78.1,509.0,6.5,56.9,7.5,6.3,6.2,7.6,7.8,2,Morning/Evening,26.1,76.1,Moderate,0,Normal,3.2,No Risk,0,0
REC-06470,FARM-003,COW-409,Jersey,7.4,5,122,0,No previous mastitis,Up to date,Supportive treatment,11.77,235652,5.33,38.09,38.24,37.75,64.1,528.0,7.8,52.9,8.3,4.9,7.1,7.2,9.4,2,Morning/Evening,28.3,78.5,Moderate,0,Normal,9.1,No Risk,0,0
REC-06471,FARM-010,COW-420,Jersey Cross,5.4,5,257,1,Previous mastitis,Up to date,None,11.32,379168,5.89,38.49,38.5,38.59,64.0,519.0,6.6,49.9,6.7,4.1,5.9,7.8,8.5,2,Morning/Evening,21.0,73.2,Low,1,Normal,25.8,Low Risk,0,0
REC-06472,FARM-015,COW-136,Jersey,6.6,3,166,0,No previous mastitis,Up to date,None,11.76,124096,5.3,38.63,38.71,37.41,76.7,419.0,4.1,50.6,6.9,7.6,8.1,10.0,7.5,2,Morning/Evening,28.6,87.1,Moderate,0,Normal,13.2,No Risk,0,0
REC-06473,FARM-016,COW-201,HF Cross,4.9,5,194,0,No previous mastitis,Up to date,Supportive treatment,19.21,121019,5.06,38.29,38.27,38.09,61.2,411.0,9.0,68.1,6.1,7.3,6.6,9.0,8.0,2,Morning/Noon/Evening,29.2,66.6,Low,1,Normal,7.4,No Risk,0,0
REC-06474,FARM-017,COW-250,Jersey,4.0,3,42,0,No previous mastitis,Partially up to date,None,15.4,129530,6.58,38.27,38.32,37.5,75.8,473.0,7.5,65.6,7.0,8.0,7.2,4.0,7.0,2,Morning/Evening,24.0,82.2,Moderate,0,Normal,11.9,No Risk,0,0
REC-06475,FARM-019,COW-314,Jersey,3.1,3,57,0,No previous mastitis,Partially up to date,Antibiotic treatment,10.86,149029,5.01,39.17,39.18,37.52,72.3,607.0,7.4,40.9,7.7,7.4,4.6,9.3,7.6,3,Morning/Evening,26.6,60.5,Low,0,Normal,12.1,No Risk,0,0
REC-06476,FARM-011,COW-357,Jersey,8.0,4,236,0,No previous mastitis,Up to date,Supportive treatment,9.79,104977,5.35,38.82,39.01,37.53,81.9,551.0,7.7,52.3,7.4,7.7,7.0,7.3,8.3,2,Morning/Evening,23.8,72.9,Low,0,Intermittent,11.1,No Risk,0,0
REC-06477,FARM-048,COW-368,HF Cross,2.5,5,8,0,No previous mastitis,Up to date,Antibiotic treatment,20.44,142651,4.54,38.25,38.44,37.84,106.5,339.0,7.2,66.1,7.1,7.9,8.5,7.6,7.1,2,Morning/Evening,21.9,58.1,Low,0,Normal,11.5,No Risk,0,0
REC-06478,FARM-005,COW-429,Jersey,5.7,1,215,1,Previous mastitis,Overdue,None,16.44,408292,6.31,38.32,38.36,38.23,71.2,388.0,6.8,58.7,7.1,6.0,6.6,7.7,5.6,2,Morning/Evening,35.7,58.2,Moderate,0,Normal,32.7,Low Risk,0,0
REC-06479,FARM-005,COW-318,HF Cross,5.9,1,59,0,No previous mastitis,Up to date,None,15.99,163159,5.42,39.0,39.01,37.27,74.7,495.0,7.5,53.9,7.2,7.2,4.3,8.8,5.3,2,Morning/Evening,21.9,83.8,Moderate,0,Normal,5.5,No Risk,0,0
REC-06480,FARM-014,COW-295,Jersey Cross,3.4,2,240,0,No previous mastitis,Up to date,None,13.39,243634,6.01,39.28,39.31,37.59,74.4,488.0,7.8,55.5,7.2,8.0,6.4,4.9,8.2,2,Morning/Evening,29.5,93.1,Moderate,0,Normal,15.5,No Risk,0,0
REC-06481,FARM-050,COW-480,HF Cross,6.8,3,244,1,Previous mastitis,Up to date,None,13.67,209505,6.26,38.2,38.29,37.89,77.4,345.0,6.4,81.3,9.4,5.8,8.6,6.9,7.7,3,Morning/Evening,33.4,66.1,Moderate,0,Normal,15.9,No Risk,0,0
REC-06482,FARM-026,COW-314,Gir,2.8,4,36,0,No previous mastitis,Up to date,None,13.38,278683,6.17,38.76,38.76,37.78,58.8,395.0,6.1,54.6,7.3,4.6,4.7,8.2,8.7,2,Morning/Evening,35.4,55.9,Moderate,0,Normal,15.2,No Risk,0,0
REC-06483,FARM-008,COW-500,Gir,4.2,1,284,0,No previous mastitis,Up to date,Supportive treatment,8.45,386999,5.56,38.64,38.72,37.9,77.4,479.0,6.6,58.4,6.1,7.7,2.7,8.4,6.4,2,Morning/Evening,24.2,67.9,Low,0,Normal,22.7,Low Risk,0,0
REC-06484,FARM-005,COW-209,Gir,6.9,1,81,0,No previous mastitis,Up to date,None,7.46,145286,5.36,38.65,38.77,38.4,105.3,406.0,5.9,78.0,9.8,6.9,6.9,10.0,5.9,2,Morning/Evening,34.8,58.8,Moderate,0,Normal,30.4,Low Risk,0,0
REC-06485,FARM-007,COW-355,Other,2.9,6,72,0,No previous mastitis,Up to date,None,12.86,70928,5.28,38.65,38.78,37.64,102.6,427.0,8.6,73.6,7.3,9.2,4.8,7.7,8.6,2,Morning/Noon/Evening,29.7,83.6,Moderate,0,Normal,5.8,No Risk,0,0
REC-06486,FARM-016,COW-485,Holstein Friesian,6.7,4,1,0,No previous mastitis,Up to date,Supportive treatment,14.89,338054,5.33,38.3,38.39,37.96,79.0,596.0,7.8,66.0,7.2,8.2,4.2,7.3,7.9,2,Morning/Evening,31.6,75.2,Moderate,0,Normal,3.5,No Risk,0,0
REC-06487,FARM-014,COW-211,Holstein Friesian,7.2,5,259,0,No previous mastitis,Up to date,None,21.13,140786,5.19,38.4,38.44,38.06,90.4,458.0,6.1,77.8,6.2,6.7,6.8,5.5,6.9,2,Morning/Evening,36.9,75.0,High,0,Normal,4.6,No Risk,0,0
REC-06488,FARM-037,COW-192,Jersey Cross,7.1,4,269,0,No previous mastitis,Up to date,Supportive treatment,6.37,128936,5.58,38.16,38.28,37.62,77.5,418.0,6.6,86.2,6.4,5.2,9.5,6.3,7.3,3,Morning/Evening,31.7,66.6,Moderate,0,Normal,33.5,Low Risk,0,0
REC-06489,FARM-041,COW-044,Jersey Cross,5.9,2,279,1,Previous mastitis,Up to date,None,11.48,453824,6.09,38.65,38.84,38.44,79.0,554.0,7.2,66.0,9.5,9.2,6.1,6.1,6.4,2,Morning/Evening,24.8,59.4,Low,0,Normal,29.6,Low Risk,0,0
REC-06490,FARM-004,COW-029,HF Cross,3.7,3,215,0,No previous mastitis,Partially up to date,Supportive treatment,14.81,192703,4.75,38.54,38.57,38.04,88.2,480.0,6.9,81.8,6.2,8.4,4.4,7.5,8.6,2,Morning/Evening,19.8,80.7,Moderate,0,Intermittent,6.6,No Risk,0,0
REC-06491,FARM-036,COW-059,Jersey,3.4,2,290,0,No previous mastitis,Up to date,None,11.62,147835,5.17,38.91,38.9,37.77,76.8,443.0,6.7,61.6,6.4,9.1,3.2,6.2,7.8,2,Morning/Evening,31.9,66.7,Moderate,0,Normal,13.3,No Risk,0,0
REC-06492,FARM-048,COW-071,Jersey Cross,4.3,2,154,0,No previous mastitis,Up to date,None,10.7,157369,5.66,38.21,38.22,37.99,96.9,563.0,7.2,71.6,8.2,8.6,7.3,6.0,7.7,2,Morning/Evening,30.8,55.6,Moderate,0,Normal,11.0,No Risk,0,0
REC-06493,FARM-017,COW-092,Other,2.0,4,261,1,Previous mastitis,Up to date,None,8.59,357997,5.12,38.62,38.69,37.69,56.0,490.0,6.5,72.0,5.4,5.4,7.3,6.9,8.5,2,Morning/Noon/Evening,25.4,86.6,Moderate,0,Normal,33.1,Low Risk,0,0
REC-06494,FARM-047,COW-265,HF Cross,5.2,3,81,1,Previous mastitis,Up to date,None,17.27,302422,5.8,38.87,39.0,37.91,68.4,364.0,8.3,63.9,8.7,7.9,6.7,6.6,,2,Morning/Evening,29.8,95.0,Moderate,0,Normal,23.1,Low Risk,0,0
